0.320823, -0.112527, 10.529701
0.280122, -0.083797, 10.544064
0.246603, -0.148441, 10.584766
0.311246, -0.153229, 10.536880
0.351948, -0.146046, 10.666168
0.256180, -0.201113, 10.611103
0.251391, -0.107739, 10.524910
0.248997, -0.189142, 10.503365
0.280122, -0.074220, 10.527306
0.203507, -0.186748, 10.651806
0.275333, -0.129287, 10.577583
0.270545, -0.146046, 10.565613
0.294487, -0.098162, 10.596737
0.225055, -0.124499, 10.572796
0.229843, -0.148441, 10.479420
0.292093, -0.181959, 10.575188
0.270545, -0.184354, 10.654198
0.280122, -0.160412, 10.599133
0.227449, -0.158017, 10.498573
0.244209, -0.138864, 10.560825
0.241814, -0.165200, 10.570400
0.217872, -0.191536, 10.534489
0.289698, -0.191536, 10.558430
0.241814, -0.213084, 10.618286
0.227449, -0.210690, 10.611103
0.205901, -0.184354, 10.498573
0.222661, -0.229843, 10.541672
0.275333, -0.162806, 10.591949
0.203507, -0.122104, 10.603920
0.213084, -0.119710, 10.544064
0.215478, -0.148441, 10.654198
0.237026, -0.210690, 10.560825
0.222661, -0.167594, 10.558430
0.165200, -0.155623, 10.551247
0.246603, -0.148441, 10.551247
0.241814, -0.107739, 10.568008
0.155623, -0.172383, 10.611103
0.201113, -0.129287, 10.560825
0.215478, -0.129287, 10.479420
0.225055, -0.203507, 10.529701
0.234632, -0.150835, 10.529701
0.220267, -0.201113, 10.548855
0.210690, -0.167594, 10.572796
0.184354, -0.143652, 10.618286
0.265756, -0.150835, 10.488998
0.237026, -0.215478, 10.606316
0.155623, -0.150835, 10.623074
0.220267, -0.131681, 10.572796
0.253785, -0.150835, 10.589554
0.275333, -0.124499, 10.644623
0.193930, -0.186748, 10.551247
0.229843, -0.158017, 10.491394
0.208296, -0.153229, 10.532093
0.237026, -0.191536, 10.498573
0.248997, -0.122104, 10.553642
0.258574, -0.126893, 10.599133
0.263362, -0.174777, 10.532093
0.213084, -0.258574, 10.548855
0.304064, -0.160412, 10.544064
0.272939, -0.131681, 10.560825
0.251391, -0.203507, 10.615891
0.280122, -0.126893, 10.587162
0.282516, -0.162806, 10.594341
0.292093, -0.165200, 10.649410
0.244209, -0.110133, 10.560825
0.294487, -0.098162, 10.508152
0.349553, -0.165200, 10.637440
0.289698, -0.167594, 10.627861
0.277727, -0.172383, 10.544064
0.299275, -0.167594, 10.594341
0.318429, -0.105345, 10.589554
0.246603, -0.177171, 10.570400
0.337582, -0.114922, 10.558430
0.342371, -0.138864, 10.591949
0.301669, -0.150835, 10.618286
0.272939, -0.162806, 10.587162
0.275333, -0.131681, 10.630257
0.335188, -0.117316, 10.498573
0.347159, -0.179565, 10.551247
0.265756, -0.102951, 10.568008
0.351948, -0.117316, 10.606316
0.351948, -0.141258, 10.474632
0.387861, -0.177171, 10.558430
0.356736, -0.071826, 10.627861
0.361524, -0.153229, 10.625469
0.320823, -0.122104, 10.565613
0.306458, -0.016759, 10.577583
0.313640, -0.069432, 10.577583
0.347159, -0.119710, 10.611103
0.330400, -0.100556, 10.548855
0.354342, -0.112527, 10.563217
0.414197, -0.124499, 10.594341
0.349553, -0.112527, 10.498573
0.325611, -0.114922, 10.505756
0.296881, -0.174777, 10.599133
0.366313, -0.083797, 10.536880
0.313640, -0.079009, 10.596737
0.308852, -0.181959, 10.534489
0.318429, -0.117316, 10.541672
0.342371, -0.167594, 10.556034
0.347159, -0.081403, 10.532093
0.287304, -0.138864, 10.568008
0.332794, -0.146046, 10.453087
0.272939, -0.131681, 10.544064
0.277727, -0.146046, 10.658985
0.277727, -0.138864, 10.508152
0.306458, -0.098162, 10.563217
0.275333, -0.131681, 10.589554
0.253785, -0.174777, 10.498573
0.323217, -0.150835, 10.503365
0.232238, -0.138864, 10.524910
0.287304, -0.105345, 10.539276
0.234632, -0.131681, 10.575188
0.253785, -0.162806, 10.553642
0.217872, -0.114922, 10.553642
0.239420, -0.126893, 10.637440
0.287304, -0.160412, 10.568008
0.287304, -0.208296, 10.635044
0.179565, -0.160412, 10.642227
0.258574, -0.057461, 10.429142
0.208296, 0.069432, 10.757149
0.323217, -0.090980, 10.565613
0.174777, -0.229843, 10.378864
0.234632, -0.251391, 10.608707
0.184354, -0.205901, 10.639832
0.253785, -0.234632, 10.635044
0.296881, -0.148441, 10.558430
0.265756, -0.126893, 10.613495
0.213084, -0.143652, 10.572796
0.251391, -0.086191, 10.591949
0.227449, -0.150835, 10.548855
0.244209, -0.117316, 10.560825
0.220267, -0.143652, 10.570400
0.203507, -0.155623, 10.584766
0.208296, -0.184354, 10.572796
0.225055, -0.150835, 10.524910
0.222661, -0.122104, 10.441113
0.217872, -0.177171, 10.577583
0.148441, -0.143652, 10.560825
0.208296, -0.110133, 10.532093
0.232238, -0.158017, 10.484211
0.198719, -0.177171, 10.565613
0.234632, -0.143652, 10.639832
0.205901, -0.203507, 10.560825
0.246603, -0.150835, 10.618286
0.244209, -0.119710, 10.553642
0.217872, -0.110133, 10.577583
0.227449, -0.155623, 10.623074
0.186748, -0.189142, 10.587162
0.246603, -0.198719, 10.493786
0.234632, -0.150835, 10.560825
0.239420, -0.165200, 10.522518
0.260968, -0.114922, 10.541672
0.217872, -0.162806, 10.582371
0.186748, -0.167594, 10.601524
0.234632, -0.196325, 10.568008
0.248997, -0.179565, 10.517727
0.301669, -0.174777, 10.529701
0.246603, -0.136469, 10.611103
0.292093, -0.179565, 10.675747
0.198719, -0.186748, 10.512939
0.234632, -0.172383, 10.613495
0.294487, -0.186748, 10.582371
0.296881, -0.186748, 10.601524
0.335188, -0.134075, 10.536880
0.299275, -0.172383, 10.534489
0.289698, -0.138864, 10.558430
0.260968, -0.122104, 10.582371
0.272939, -0.186748, 10.424355
0.201113, -0.234632, 10.527306
0.366313, -0.196325, 10.546459
0.337582, -0.251391, 10.613495
0.387861, -0.040701, 10.522518
0.244209, -0.155623, 10.445904
0.337582, -0.076614, 10.579979
0.237026, -0.136469, 10.596737
0.229843, -0.117316, 10.656593
0.308852, -0.126893, 10.474632
0.260968, -0.210690, 10.627861
0.289698, -0.146046, 10.656593
0.339977, -0.040701, 10.603920
0.301669, -0.131681, 10.544064
0.351948, -0.081403, 10.560825
0.335188, -0.093374, 10.620678
0.275333, -0.191536, 10.584766
0.349553, -0.107739, 10.532093
0.318429, -0.033519, 10.534489
0.265756, -0.093374, 10.620678
0.280122, -0.059855, 10.565613
0.251391, -0.162806, 10.582371
0.272939, -0.134075, 10.532093
0.337582, -0.093374, 10.570400
0.294487, -0.179565, 10.520123
0.318429, -0.074220, 10.558430
0.316035, -0.122104, 10.637440
0.359130, -0.119710, 10.548855
0.349553, -0.129287, 10.568008
0.366313, -0.167594, 10.520123
0.373495, -0.179565, 10.611103
0.275333, -0.107739, 10.644623
0.351948, -0.165200, 10.584766
0.296881, -0.143652, 10.606316
0.304064, -0.134075, 10.503365
0.311246, -0.088585, 10.548855
0.275333, -0.117316, 10.508152
0.294487, -0.105345, 10.536880
0.313640, -0.146046, 10.603920
0.268151, -0.179565, 10.524910
0.313640, -0.143652, 10.548855
0.299275, -0.126893, 10.613495
0.366313, -0.177171, 10.635044
0.344765, -0.095768, 10.579979
0.294487, -0.201113, 10.666168
0.253785, -0.169988, 10.651806
0.311246, -0.162806, 10.548855
0.311246, -0.148441, 10.577583
0.335188, -0.105345, 10.536880
0.320823, -0.126893, 10.635044
0.277727, -0.167594, 10.548855
0.268151, -0.162806, 10.469845
0.232238, -0.229843, 10.515335
0.294487, -0.229843, 10.460266
0.260968, -0.306458, 10.642227
0.318429, -0.047884, 10.565613
0.268151, -0.196325, 10.472240
0.292093, -0.122104, 10.656593
0.220267, -0.124499, 10.558430
0.258574, -0.165200, 10.570400
0.292093, -0.100556, 10.524910
0.213084, -0.107739, 10.596737
0.304064, -0.165200, 10.627861
0.172383, -0.047884, 10.568008
0.225055, -0.217872, 10.556034
0.304064, -0.119710, 10.603920
0.229843, -0.102951, 10.601524
0.263362, -0.181959, 10.548855
0.215478, -0.102951, 10.500969
0.201113, -0.117316, 10.563217
0.253785, -0.167594, 10.627861
0.201113, -0.052672, 10.560825
0.217872, -0.165200, 10.527306
0.213084, -0.148441, 10.479420
0.174777, -0.143652, 10.500969
0.258574, -0.124499, 10.553642
0.150835, -0.079009, 10.572796
0.234632, -0.086191, 10.663776
0.186748, -0.193930, 10.539276
0.201113, -0.102951, 10.587162
0.284910, -0.181959, 10.587162
0.275333, -0.138864, 10.551247
0.220267, -0.117316, 10.611103
0.229843, -0.167594, 10.615891
0.203507, -0.081403, 10.603920
0.229843, -0.155623, 10.611103
0.268151, -0.179565, 10.596737
0.217872, -0.179565, 10.510548
0.184354, -0.153229, 10.565613
0.174777, -0.213084, 10.503365
0.248997, -0.129287, 10.544064
0.258574, -0.203507, 10.522518
0.258574, -0.172383, 10.431538
0.272939, -0.248997, 10.572796
0.268151, -0.251391, 10.534489
0.241814, -0.210690, 10.603920
0.280122, -0.122104, 10.565613
0.292093, -0.177171, 10.431538
0.299275, -0.134075, 10.520123
0.220267, -0.225055, 10.541672
0.265756, -0.198719, 10.558430
0.253785, -0.177171, 10.582371
0.330400, -0.189142, 10.577583
0.241814, -0.158017, 10.577583
0.260968, -0.203507, 10.591949
0.258574, -0.184354, 10.563217
0.328006, -0.160412, 10.678139
0.316035, -0.174777, 10.558430
0.289698, -0.158017, 10.558430
0.225055, -0.229843, 10.232819
0.160412, -0.191536, 10.429142
0.323217, -0.067038, 10.651806
0.265756, -0.337582, 10.805035
0.416591, -0.059855, 10.544064
0.227449, -0.126893, 10.311829
0.313640, -0.112527, 10.558430
0.248997, -0.112527, 10.697292
0.318429, -0.102951, 10.553642
0.356736, -0.055067, 10.647015
0.270545, -0.162806, 10.663776
0.268151, -0.093374, 10.759544
0.313640, -0.062249, 10.668564
0.306458, -0.117316, 10.639832
0.373495, -0.064643, 10.618286
0.294487, -0.102951, 10.575188
0.239420, -0.088585, 10.589554
0.323217, -0.110133, 10.603920
0.335188, -0.062249, 10.520123
0.308852, -0.114922, 10.587162
0.342371, 0.019154, 10.469845
0.268151, -0.105345, 10.611103
0.328006, -0.107739, 10.527306
0.344765, -0.098162, 10.589554
0.275333, -0.174777, 10.532093
0.318429, -0.040701, 10.553642
0.344765, -0.093374, 10.548855
0.313640, -0.141258, 10.568008
0.320823, -0.074220, 10.587162
0.363919, -0.153229, 10.560825
0.323217, -0.148441, 10.654198
0.342371, -0.131681, 10.591949
0.351948, -0.095768, 10.500969
0.330400, -0.105345, 10.589554
0.325611, -0.122104, 10.620678
0.361524, -0.086191, 10.541672
0.332794, -0.150835, 10.570400
0.332794, -0.208296, 10.587162
0.311246, -0.186748, 10.572796
0.296881, -0.155623, 10.469845
0.275333, -0.208296, 10.565613
0.311246, -0.160412, 10.539276
0.328006, -0.189142, 10.565613
0.354342, -0.222661, 10.462662
0.275333, -0.143652, 10.539276
0.320823, -0.193930, 10.541672
0.308852, -0.088585, 10.587162
0.323217, -0.196325, 10.572796
0.299275, -0.237026, 10.639832
0.323217, -0.196325, 10.584766
0.299275, -0.155623, 10.572796
0.301669, -0.136469, 10.556034
0.287304, -0.205901, 10.541672
0.227449, -0.184354, 10.477028
0.241814, -0.160412, 10.613495
0.311246, -0.158017, 10.577583
0.270545, -0.136469, 10.565613
0.339977, 0.059855, 11.092339
0.222661, 0.069432, 10.658985
0.323217, -0.323217, 10.323799
0.196325, -0.189142, 10.347740
0.222661, -0.339977, 10.627861
0.232238, -0.131681, 10.852917
0.213084, -0.241814, 10.541672
0.304064, -0.220267, 10.541672
0.229843, -0.100556, 10.639832
0.260968, -0.093374, 10.601524
