Force,accelX,accelY
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,501.0000
494.0000,500.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,500.0000
494.0000,501.0000
494.0000,501.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,501.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,501.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,501.0000
494.0000,500.0000
494.0000,500.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,501.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
494.0000,500.0000
