#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery3
#Serial Number: SN:210415BCB78D
#Date Time: 2025-04-02 21:12:11.108.996.170
#Sample rate: 10000Hz
#Samples: 16384
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 20 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 100 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 50 mV/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-0.8191280000000001,0.003246749574465115,0.002054684958813276
-0.8190280000000001,0.003088560167466387,0.001896321412299748
-0.818928,0.002930370760467804,0.00197550318555644
-0.818828,0.003404938981463985,0.00197550318555644
-0.818728,0.003088560167466243,0.00197550318555644
-0.818628,0.002930370760467373,0.001896321412299604
-0.818528,0.003246749574465115,0.002054684958813276
-0.818428,0.003009465463966808,0.002054684958813276
-0.8183280000000001,0.003088560167466243,0.002133866732070113
-0.8182280000000001,0.002930370760467373,0.002054684958813276
-0.8181280000000001,0.003088560167466243,0.002133866732070113
-0.8180280000000001,0.00300946546396688,0.002133866732070113
-0.817928,0.002930370760467085,0.002133866732070041
-0.817828,0.002613991946469631,0.002054684958813276
-0.817728,0.003009465463966808,0.002054684958813276
-0.817628,0.003009465463966808,0.002133866732070113
-0.817528,0.002930370760467373,0.002133866732070113
-0.817428,0.003009465463966808,0.002133866732070113
-0.8173280000000001,0.003088560167466243,0.002133866732070113
-0.8172280000000001,0.003009465463966808,0.002213048505326949
-0.8171280000000001,0.003088560167466243,0.002213048505326949
-0.8170280000000001,0.003325844277964334,0.002133866732070185
-0.816928,0.003246749574465115,0.002133866732070041
-0.816828,0.003246749574465115,0.002054684958813276
-0.816728,0.003088560167466243,0.002054684958813276
-0.816628,0.003484033684963421,0.002133866732070113
-0.816528,0.003088560167466243,0.002213048505326949
-0.816428,0.003246749574465115,0.002292230278583785
-0.8163280000000001,0.00332584427796455,0.002213048505326949
-0.8162280000000001,0.00332584427796455,0.002133866732070113
-0.8161280000000001,0.00332584427796455,0.002133866732070113
-0.8160280000000001,0.003246749574465187,0.002133866732070113
-0.815928,0.003088560167466387,0.002133866732070113
-0.815828,0.003246749574465115,0.002133866732070113
-0.815728,0.003009465463966808,0.002133866732070113
-0.815628,0.00332584427796455,0.002133866732070113
-0.815528,0.00332584427796455,0.00197550318555644
-0.815428,0.003167654870965679,0.00197550318555644
-0.8153280000000001,0.003088560167466243,0.002054684958813276
-0.8152280000000001,0.00332584427796455,0.002054684958813276
-0.8151280000000001,0.003404938981463985,0.00197550318555644
-0.8150280000000001,0.003404938981463985,0.00197550318555644
-0.814928,0.003246749574465187,0.002054684958813276
-0.814828,0.00332584427796455,0.002054684958813276
-0.814728,0.00332584427796455,0.00197550318555644
-0.814628,0.003246749574465115,0.002054684958813276
-0.814528,0.003009465463966808,0.00197550318555644
-0.814428,0.003009465463966808,0.00197550318555644
-0.8143280000000001,0.002851276056967937,0.002054684958813276
-0.8142280000000001,0.002930370760467373,0.002054684958813276
-0.8141280000000001,0.003246749574465115,0.002054684958813276
-0.8140280000000001,0.003484033684963205,0.002133866732070041
-0.813928,0.003484033684963349,0.002054684958813276
-0.813828,0.003404938981463985,0.002054684958813276
-0.813728,0.003167654870965679,0.00197550318555644
-0.813628,0.003404938981463985,0.002054684958813276
-0.813528,0.003404938981463985,0.002054684958813276
-0.813428,0.003088560167466243,0.002133866732070113
-0.8133280000000001,0.003167654870965679,0.002133866732070113
-0.8132280000000001,0.003167654870965679,0.002054684958813276
-0.8131280000000001,0.003246749574465115,0.002133866732070113
-0.8130280000000001,0.00332584427796455,0.002133866732070113
-0.812928,0.003484033684963205,0.002133866732070113
-0.812828,0.003246749574465115,0.002133866732070113
-0.812728,0.003246749574465115,0.002133866732070113
-0.812628,0.003404938981463985,0.002133866732070113
-0.812528,0.003246749574465115,0.002133866732070113
-0.812428,0.003167654870965679,0.002054684958813276
-0.8123280000000001,0.003088560167466243,0.00197550318555644
-0.8122280000000001,0.003167654870965679,0.001896321412299604
-0.8121280000000001,0.003484033684963421,0.00197550318555644
-0.8120280000000001,0.003088560167466243,0.001896321412299604
-0.8119280000000001,0.002930370760467516,0.001896321412299604
-0.811828,0.002613991946469631,0.001896321412299604
-0.811728,0.003088560167466243,0.001896321412299604
-0.811628,0.003088560167466243,0.00197550318555644
-0.811528,0.003167654870965679,0.001896321412299604
-0.811428,0.003167654870965679,0.00197550318555644
-0.811328,0.003167654870965679,0.00197550318555644
-0.8112280000000001,0.003088560167466243,0.001896321412299604
-0.8111280000000001,0.002930370760467373,0.001896321412299604
-0.8110280000000001,0.003167654870965679,0.001896321412299604
-0.8109280000000001,0.003088560167466315,0.001817139639042841
-0.810828,0.003246749574465187,0.00197550318555644
-0.810728,0.00332584427796455,0.00197550318555644
-0.810628,0.003088560167466243,0.00197550318555644
-0.810528,0.003088560167466243,0.00197550318555644
