#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery3
#Serial Number: SN:210415BCB78D
#Date Time: 2025-04-02 21:15:05.437.159.950
#Sample rate: 10239.6Hz
#Samples: 16384
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 50 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 50 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 20 mV/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-0.7999859591666667,0.002534897242970195,0.002133866732070113
-0.7998882991666667,0.002930370760467373,0.002133866732070113
-0.7997906391666667,0.003009465463966808,0.002292230278583785
-0.7996929791666667,0.002772181353468501,0.002133866732070113
-0.7995953191666667,0.002693086649969066,0.002133866732070113
-0.7994976591666667,0.002772181353468501,0.002213048505326949
-0.7993999991666667,0.002930370760467229,0.002213048505326949
-0.7993023391666667,0.003167654870965463,0.002292230278583713
-0.7992046791666667,0.002693086649969497,0.002133866732070257
-0.7991070191666667,0.002613991946469702,0.002133866732070113
-0.7990093591666667,0.002693086649968994,0.002133866732070113
-0.7989116991666667,0.002693086649969066,0.002213048505326877
-0.7988140391666667,0.002613991946469702,0.002213048505326949
-0.7987163791666667,0.002693086649968994,0.002213048505326949
-0.7986187191666667,0.002693086649969066,0.002213048505326949
-0.7985210591666667,0.002851276056967793,0.002213048505326949
-0.7984233991666667,0.002930370760467301,0.002292230278583713
-0.7983257391666667,0.002693086649969282,0.002213048505327021
-0.7982280791666667,0.002693086649969066,0.002133866732070185
-0.7981304191666667,0.002693086649969066,0.002292230278583641
-0.7980327591666667,0.002851276056967793,0.002133866732070257
-0.7979350991666667,0.00269308664996921,0.002133866732070113
-0.7978374391666667,0.002772181353468429,0.002213048505326877
-0.7977397791666667,0.002930370760467229,0.002213048505326949
-0.7976421191666667,0.002693086649969282,0.002213048505326949
-0.7975444591666666,0.003088560167466243,0.002213048505326949
-0.7974467991666666,0.003088560167466171,0.002213048505326877
-0.7973491391666666,0.003009465463966736,0.002133866732070113
-0.7972514791666666,0.002930370760467157,0.002133866732070113
-0.7971538191666666,0.00269308664996921,0.002133866732070185
-0.7970561591666666,0.002851276056967793,0.002213048505326877
-0.7969584991666666,0.002693086649969353,0.002133866732070113
-0.7968608391666666,0.003009465463967383,0.002133866732070185
-0.7967631791666666,0.003642223091961428,0.002213048505326877
-0.7966655191666666,0.00269308664996921,0.002133866732070185
-0.7965678591666666,0.002851276056968081,0.002213048505326877
-0.7964701991666666,0.003009465463966664,0.002133866732070113
-0.7963725391666666,0.002851276056967937,0.002133866732070113
-0.7962748791666666,0.002851276056967865,0.002133866732070113
-0.7961772191666666,0.002772181353468501,0.002133866732070113
-0.7960795591666666,0.002772181353468357,0.002133866732070185
-0.7959818991666666,0.002613991946469774,0.002213048505326877
-0.7958842391666666,0.002772181353468645,0.002133866732070185
-0.7957865791666666,0.002930370760467301,0.002213048505326877
-0.7956889191666666,0.002851276056967937,0.002133866732070113
-0.7955912591666666,0.003484033684963421,0.002133866732070113
-0.7954935991666666,0.003088560167466243,0.002213048505326949
-0.7953959391666666,0.002772181353468501,0.002133866732070113
-0.7952982791666666,0.002851276056967937,0.002054684958813276
-0.7952006191666666,0.003009465463966808,0.002054684958813276
-0.7951029591666666,0.002930370760467373,0.002133866732070113
-0.7950052991666666,0.002772181353468501,0.002133866732070113
-0.7949076391666666,0.002772181353468501,0.002133866732070113
-0.7948099791666666,0.002613991946469631,0.002133866732070113
-0.7947123191666666,0.002693086649969066,0.002054684958813276
-0.7946146591666666,0.002693086649969066,0.002133866732070113
-0.7945169991666666,0.002693086649969066,0.002133866732070113
-0.7944193391666666,0.002772181353468501,0.002054684958813276
-0.7943216791666666,0.002693086649969066,0.00197550318555644
-0.7942240191666666,0.002930370760467373,0.002054684958813276
-0.7941263591666666,0.002851276056967937,0.002054684958813276
-0.7940286991666666,0.002693086649969066,0.002054684958813276
-0.7939310391666666,0.002693086649969066,0.002133866732070113
-0.7938333791666666,0.002613991946469631,0.002054684958813276
-0.7937357191666666,0.002693086649969066,0.002133866732070113
-0.7936380591666666,0.002772181353468501,0.002133866732070113
-0.7935403991666666,0.002930370760467373,0.002213048505326949
-0.7934427391666666,0.002693086649969066,0.002213048505326949
-0.7933450791666666,0.00245580253947076,0.002292230278583785
-0.7932474191666666,0.002534897242970195,0.002213048505326949
-0.7931497591666666,0.002772181353468501,0.002133866732070113
-0.7930520991666666,0.002693086649969066,0.002054684958813276
-0.7929544391666666,0.002851276056967937,0.002133866732070113
-0.7928567791666666,0.003009465463966808,0.002133866732070113
-0.7927591191666666,0.002851276056967937,0.002054684958813276
-0.7926614591666666,0.002930370760467373,0.00197550318555644
-0.7925637991666666,0.002851276056967937,0.002054684958813276
-0.7924661391666666,0.002772181353468501,0.002054684958813276
-0.7923684791666666,0.002930370760467373,0.002133866732070113
-0.7922708191666666,0.003088560167466243,0.002133866732070113
-0.7921731591666666,0.002930370760467373,0.002133866732070113
-0.7920754991666666,0.003009465463966808,0.002133866732070113
-0.7919778391666666,0.002930370760467373,0.002133866732070113
-0.7918801791666666,0.003404938981463985,0.002133866732070113
-0.7917825191666666,0.003246749574465115,0.002133866732070113
-0.7916848591666666,0.002930370760467373,0.002133866732070113
-0.7915871991666666,0.002772181353468501,0.002133866732070113
